region,prod,wrt,value
INDO,TOMA,SGMT,-0.000284439841621551
INDO,TOMA,EGGS,-0.00118294378027817
INDO,TOMA,POUM,-0.00120366242257662
INDO,TOMA,RICE,-6.44998841297923e-05
INDO,TOMA,SUGA,-0.000527585302167742
INDO,TOMA,PLMO,0.000555572752824631
INDO,TOMA,OTHO,-0.00203002640979086
INDO,TOMA,MILK,0.000620385480823889
INDO,TOMA,COFF,-0.000346632627858349
INDO,TOMA,TEAS,-0.0003517194142761
INDO,TOMA,COCO,6.83148640395466e-05
INDO,TOMA,FPRI,-2.18664321053481e-06
INDO,TOMA,FENI,-0.00100568288428116
INDO,TOMA,FEDE,-0.01
INDO,TOMA,INPE,-0.952527717881859
INDO,OVEG,MAIZ,-0.000364793565477499
INDO,OVEG,OCER,-1.14738391310903e-06
INDO,OVEG,SOYA,-7.2711919271943e-05
INDO,OVEG,PULS,-4.4699573322957e-06
INDO,OVEG,POTA,-4.89568439469101e-05
INDO,OVEG,TEXT,1.14349713035064e-06
INDO,OVEG,TOBA,-0.000120634904629745
INDO,OVEG,TOMA,-6.28317704040138e-05
INDO,OVEG,OVEG,0.966382841222714
INDO,OVEG,OFRU,-0.00210110624310895
INDO,OVEG,CITR,-0.000332862349585969
INDO,OVEG,TCRP,-0.0183075581402408
INDO,OVEG,YILD,0.798524216634957
INDO,OVEG,BEEF,1.78969218343712e-05
INDO,OVEG,PORK,-0.000215310024310895
INDO,OVEG,SGMT,-1.05316899756624e-05
INDO,OVEG,EGGS,-0.00285702217401911
INDO,OVEG,POUM,-0.00187093909880186
INDO,OVEG,RICE,-0.000182924406383365
INDO,OVEG,SUGA,-6.65662886573234e-05
INDO,OVEG,PLMO,0.000691551247992418
INDO,OVEG,OTHO,-0.00924820515846673
INDO,OVEG,MILK,0.000152903012623281
INDO,OVEG,COFF,-0.000243652889151632
INDO,OVEG,TEAS,-3.0839825707209e-05
INDO,OVEG,COCO,-0.000204094806687505
INDO,OVEG,FPRI,-1.4829807576342e-07
INDO,OVEG,FENI,-0.00218977090857162
INDO,OVEG,FEDE,-0.01
INDO,OVEG,INPE,-0.918709257255575
INDO,OFRU,MAIZ,-2.85611104296602e-06
INDO,OFRU,OCER,-3.76969562926504e-07
INDO,OFRU,SOYA,-1.74914227371859e-05
INDO,OFRU,PULS,-1.19875138365121e-06
INDO,OFRU,POTA,-1.67145573072844e-05
INDO,OFRU,TEXT,3.82171708635175e-07
INDO,OFRU,TOBA,-3.88629405028824e-05
INDO,OFRU,TOMA,-2.31353228655458e-05
INDO,OFRU,OVEG,-0.000886182798002416
INDO,OFRU,OFRU,0.936208670303379
INDO,OFRU,CITR,-0.000149171047438534
INDO,OFRU,FRUN,-0.0125065165359922
INDO,OFRU,YILD,0.74383507905385
INDO,OFRU,BEEF,2.9156789786004e-05
INDO,OFRU,PORK,-8.7778297248018e-05
INDO,OFRU,SGMT,-8.29378111987835e-07
INDO,OFRU,EGGS,-0.00196694589029117
INDO,OFRU,POUM,-0.000961389359083173
INDO,OFRU,RICE,0.000343443548887682
INDO,OFRU,SUGA,-2.60592877553811e-05
INDO,OFRU,PLMO,-0.000836035064062486
INDO,OFRU,OTHO,-0.00670310096060362
INDO,OFRU,MILK,7.54592115916981e-05
INDO,OFRU,COFF,-0.000125768563768432
INDO,OFRU,TEAS,-1.3503673186977e-05
INDO,OFRU,COCO,-0.000141483928247105
INDO,OFRU,FPRI,-6.25409159524465e-08
INDO,OFRU,FENI,-0.00189978986375842
INDO,OFRU,FEDE,-0.01
INDO,OFRU,INPE,-0.900251858761484
INDO,CITR,MAIZ,0.000169227854968071
INDO,CITR,OCER,-4.15437375692628e-06
INDO,CITR,SOYA,-0.000114736326958649
INDO,CITR,PULS,-7.68683474698785e-06
INDO,CITR,POTA,-0.00020252525993785
INDO,CITR,TEXT,4.56237725599654e-06
INDO,CITR,TOBA,-0.000444493194686587
INDO,CITR,TOMA,-0.000287687413211582
INDO,CITR,OVEG,-0.00128983984182071
INDO,CITR,OFRU,-0.00137050413495961
INDO,CITR,CITR,0.97477400677199
INDO,CITR,FRUN,-0.00136176163383527
INDO,CITR,YILD,0.901401588595143
INDO,CITR,BEEF,-0.000262012055421543
INDO,CITR,PORK,-0.000834097085480111
INDO,CITR,SGMT,-0.000100453774107098
INDO,CITR,EGGS,-0.00195302833449026
INDO,CITR,POUM,-0.00193932732792255
INDO,CITR,RICE,0.00063715041365096
INDO,CITR,SUGA,-0.000196554518780409
INDO,CITR,PLMO,0.000211274501502699
INDO,CITR,OTHO,-0.00493123568586907
INDO,CITR,MILK,0.00038406802733544
INDO,CITR,COFF,-0.000672432645207745
INDO,CITR,TEAS,-0.000123170596565181
INDO,CITR,COCO,-0.000440866201304521
INDO,CITR,FPRI,-5.74961110073241e-07
INDO,CITR,FENI,-0.00137363730366264
INDO,CITR,FEDE,-0.01
INDO,CITR,INPE,-0.948269510442868
INDO,TCRP,MAIZ,0.00749146453573812
INDO,TCRP,SOYA,0.000943790210437203
INDO,TCRP,PULS,0.00081199458171148
INDO,TCRP,POTA,0.000267410844983899
INDO,TCRP,TEXT,0.000237460977293112
INDO,TCRP,TOBA,0.00102507581890866
INDO,TCRP,TOMA,0.000238228799566737
INDO,TCRP,OVEG,0.00954333694476788
INDO,TCRP,TCRP,-0.1
INDO,TCRP,BEEF,6.7762635780344e-21
INDO,TCRP,POUM,1.35525271560688e-20
INDO,TCRP,RICE,0.0278903101575883
INDO,TCRP,SUGA,0.00135788478662477
INDO,TCRP,OTHO,-1.6940658945086e-21
INDO,TCRP,TEAS,3.3881317890172e-21
INDO,TCRP,FPRI,-2.11758236813575e-22
INDO,TCRP,FENI,0.0122353599835866
INDO,TCRP,FEDE,0.001
INDO,TCRP,INPE,0.0369576823587933
INDO,FODFAL,MAIZ,1.35525271560688e-20
INDO,FODFAL,PULS,6.7762635780344e-20
INDO,FODFAL,TOBA,4.74338450462408e-19
INDO,FODFAL,OFRU,1.21972744404619e-19
INDO,FODFAL,FODFAL,-0.56578739399954
INDO,FODFAL,FRUN,-2.71050543121376e-20
INDO,FODFAL,BEEF,0.178284711972327
INDO,FODFAL,PORK,0.00702913340469403
INDO,FODFAL,SGMT,0.0904708839967979
INDO,FODFAL,EGGS,0.0132280932347045
INDO,FODFAL,POUM,0.013315640981852
INDO,FODFAL,OTHO,-1.6940658945086e-21
INDO,FODFAL,MILK,0.202769025106396
INDO,FODFAL,FEDE,0.1
INDO,FODFAL,INPE,-0.0393100946972313
INDO,FRUN,PULS,-1.35525271560688e-20
INDO,FRUN,POTA,6.7762635780344e-21
INDO,FRUN,OFRU,0.0184940042637071
INDO,FRUN,CITR,0.000219179471318089
INDO,FRUN,FODFAL,-1.6940658945086e-21
INDO,FRUN,FRUN,-0.1
INDO,FRUN,BEEF,6.7762635780344e-21
INDO,FRUN,PLMO,0.0528139476378908
INDO,FRUN,OTHO,3.3881317890172e-21
INDO,FRUN,COFF,0.00383049444611679
INDO,FRUN,TEAS,0.000508127800532724
INDO,FRUN,COCO,0.00677439843550278
INDO,FRUN,FEDE,0.001
INDO,FRUN,INPE,0.0163598479449317
INDO,BEEF,MAIZ,0.000542932986757584
INDO,BEEF,OCER,-2.46459109888064e-06
INDO,BEEF,SOYA,-0.000234690421781905
INDO,BEEF,PULS,-1.41281015143127e-05
INDO,BEEF,POTA,-0.000131016593804263
INDO,BEEF,TEXT,2.2725772827067e-06
INDO,BEEF,TOBA,-0.000279864595195602
INDO,BEEF,TOMA,-0.000173909315352095
INDO,BEEF,OVEG,9.82745549668989e-05
INDO,BEEF,OFRU,0.000379600825207615
INDO,BEEF,CITR,-0.000371289703186317
INDO,BEEF,FODFAL,-0.0710176754460865
INDO,BEEF,YILD,0.499999986288921
INDO,BEEF,BEEF,0.961602351723528
INDO,BEEF,PORK,-0.00139325465779366
INDO,BEEF,SGMT,-0.000610874365160766
INDO,BEEF,EGGS,-0.00240048377106756
INDO,BEEF,POUM,-0.00246605474064388
INDO,BEEF,RICE,-0.0020432609203385
INDO,BEEF,SUGA,-0.000645438039881175
INDO,BEEF,PLMO,-0.00207196229222065
INDO,BEEF,OTHO,-0.00445626605436032
INDO,BEEF,MILK,-0.000763523245690532
INDO,BEEF,COFF,-0.0017235717665377
INDO,BEEF,TEAS,-0.000242772872955156
INDO,BEEF,COCO,-0.00186229397907667
INDO,BEEF,FPRI,-8.15524549557423e-07
INDO,BEEF,FENI,-0.00197131938456944
INDO,BEEF,FEDE,-0.5
INDO,BEEF,INPE,-0.367748502284877
INDO,PORK,MAIZ,-0.00187080364249419
INDO,PORK,OCER,-9.38559092371143e-06
INDO,PORK,SOYA,-0.00127502832356897
INDO,PORK,PULS,-7.44072487046866e-05
INDO,PORK,POTA,-0.000695010528909834
INDO,PORK,TEXT,8.3591648777729e-06
INDO,PORK,TOBA,-0.00145190291197932
INDO,PORK,TOMA,-0.000921782884848152
INDO,PORK,OVEG,-0.00198443299642935
INDO,PORK,OFRU,-0.00191815650692006
INDO,PORK,CITR,-0.00198389041928944
INDO,PORK,FODFAL,-0.00469962905494673
INDO,PORK,YILD,0.864596846025603
INDO,PORK,BEEF,-0.0023385138631833
INDO,PORK,PORK,0.91850372313042
INDO,PORK,SGMT,-0.00111320581815648
INDO,PORK,EGGS,-0.00243749982650312
INDO,PORK,POUM,0.000594690083833663
INDO,PORK,RICE,-0.00528412309229396
INDO,PORK,SUGA,-0.00119736077495007
INDO,PORK,PLMO,-0.00223041414109395
INDO,PORK,OTHO,-0.00368699846312584
INDO,PORK,MILK,-0.000461392958337784
INDO,PORK,COFF,-0.00215754264342682
INDO,PORK,TEAS,-0.000487190104213298
INDO,PORK,COCO,-0.0022122335670428
INDO,PORK,FPRI,-1.37116582469507e-06
INDO,PORK,FENI,-0.0113688871771522
INDO,PORK,FEDE,-0.5
INDO,PORK,INPE,-0.367245608674813
INDO,SGMT,MAIZ,9.20266552344686e-05
INDO,SGMT,OCER,-1.53140641835632e-06
INDO,SGMT,SOYA,-0.000379257328946193
INDO,SGMT,PULS,-2.823348241958e-05
INDO,SGMT,POTA,-0.000235978293894101
INDO,SGMT,TEXT,1.13245324121519e-06
INDO,SGMT,TOBA,-0.000395605113654301
INDO,SGMT,TOMA,-0.000296627587200315
INDO,SGMT,OVEG,-0.000161560726308039
INDO,SGMT,OFRU,-3.01658104762205e-05
INDO,SGMT,CITR,-0.000397679199134536
INDO,SGMT,FODFAL,-0.100678368505821
INDO,SGMT,YILD,0.499999989034527
INDO,SGMT,BEEF,-0.00170658092441401
INDO,SGMT,PORK,-0.00185285318555127
INDO,SGMT,SGMT,0.973261291819248
INDO,SGMT,EGGS,-0.00149449247633771
INDO,SGMT,POUM,-0.00154618031143089
INDO,SGMT,RICE,-0.00135696498555107
INDO,SGMT,SUGA,-0.00119517256034705
INDO,SGMT,PLMO,-0.00136382489741393
INDO,SGMT,OTHO,-0.00225125725936607
INDO,SGMT,MILK,-0.00128604434845772
INDO,SGMT,COFF,-0.0014620038744252
INDO,SGMT,TEAS,-0.000684989943467979
INDO,SGMT,COCO,-0.0014478162177996
INDO,SGMT,FPRI,-2.28234149331771e-06
INDO,SGMT,FENI,-0.00132981369204504
INDO,SGMT,FEDE,-0.5
INDO,SGMT,INPE,-0.35176916645535
INDO,EGGS,MAIZ,-0.00128214072856731
INDO,EGGS,OCER,-9.93392681411898e-07
INDO,EGGS,SOYA,-0.00010613332010578
INDO,EGGS,PULS,-5.34358582483663e-06
INDO,EGGS,POTA,-5.17257686781723e-05
INDO,EGGS,TEXT,9.20968904842265e-07
INDO,EGGS,TOBA,-0.00013868272870549
INDO,EGGS,TOMA,-7.1032262328912e-05
INDO,EGGS,OVEG,-0.00252360728526743
INDO,EGGS,OFRU,-0.00411931754804893
INDO,EGGS,CITR,-0.000445190196494127
INDO,EGGS,FODFAL,-0.000847607934049598
INDO,EGGS,YILD,0.899999999254016
INDO,EGGS,BEEF,-0.00038613946550298
INDO,EGGS,PORK,-0.000233604156110821
INDO,EGGS,SGMT,-8.60526330995752e-05
INDO,EGGS,EGGS,0.91679048755051
INDO,EGGS,POUM,-0.00250985377090998
INDO,EGGS,RICE,-0.00359157343187951
INDO,EGGS,SUGA,-8.36422441127832e-05
INDO,EGGS,PLMO,-0.00433768443743574
INDO,EGGS,OTHO,-0.0099198629088732
INDO,EGGS,MILK,-0.00010324804144892
INDO,EGGS,COFF,-0.000419259612900457
INDO,EGGS,TEAS,-3.23888604275539e-05
INDO,EGGS,COCO,-0.000574709773654818
INDO,EGGS,FPRI,-1.31022688135739e-07
INDO,EGGS,FENI,-0.0034544134461597
INDO,EGGS,FEDE,-0.5
INDO,EGGS,INPE,-0.381467069963458
INDO,POUM,MAIZ,-0.00772552592171064
INDO,POUM,OCER,-1.57920759903014e-06
INDO,POUM,SOYA,-0.00017564118614511
INDO,POUM,PULS,-8.60020411540545e-06
INDO,POUM,POTA,-8.39724433922864e-05
INDO,POUM,TEXT,1.4462515567677e-06
INDO,POUM,TOBA,-0.000228287131008711
INDO,POUM,TOMA,-0.000115815565635381
INDO,POUM,OVEG,-0.00264812511884924
INDO,POUM,OFRU,-0.0032262859620681
INDO,POUM,CITR,-0.00070836786935345
INDO,POUM,FODFAL,-0.00136719522090381
INDO,POUM,YILD,0.905185539188098
INDO,POUM,BEEF,-0.000635651122227266
INDO,POUM,PORK,9.13266141905445e-05
INDO,POUM,SGMT,-0.000142659684085112
INDO,POUM,EGGS,-0.00402178738757142
INDO,POUM,POUM,0.939844848024116
INDO,POUM,RICE,-0.00729071109323191
INDO,POUM,SUGA,-0.000142382890140228
INDO,POUM,PLMO,-0.00371708523518464
INDO,POUM,OTHO,-0.00960506283159629
INDO,POUM,MILK,0.000660012495226725
INDO,POUM,COFF,-0.000698491718386587
INDO,POUM,TEAS,-5.367967365202e-05
INDO,POUM,COCO,-0.000935125353293309
INDO,POUM,FPRI,-2.09987036111318e-07
INDO,POUM,FENI,-0.0146633456976657
INDO,POUM,FEDE,-0.5
INDO,POUM,INPE,-0.382402044880239
INDO,RICE,MAIZ,-0.000174477553582614
INDO,RICE,OCER,-7.00717830711676e-07
INDO,RICE,SOYA,-5.03562745984168e-05
INDO,RICE,PULS,-3.55117575746799e-06
INDO,RICE,POTA,-1.43361029366649e-05
INDO,RICE,TEXT,6.79134150940289e-07
INDO,RICE,TOBA,-4.21265008545398e-05
INDO,RICE,TOMA,-2.80856822880183e-06
INDO,RICE,OVEG,-0.000117169430299681
INDO,RICE,OFRU,0.000521582155487305
INDO,RICE,CITR,0.000105320647405754
INDO,RICE,TCRP,-0.0342709522788574
INDO,RICE,YILD,0.376630943478572
INDO,RICE,BEEF,-0.000238343739066959
INDO,RICE,PORK,-0.000367234437117571
INDO,RICE,SGMT,-5.66596091969677e-05
INDO,RICE,EGGS,-0.00260446936125744
INDO,RICE,POUM,-0.0032993903737907
INDO,RICE,RICE,0.385817124204001
INDO,RICE,SUGA,-0.000591066733016986
INDO,RICE,PLMO,-0.0028086705775719
INDO,RICE,OTHO,-0.00818802940535688
INDO,RICE,MILK,0.00030532586380071
INDO,RICE,COFF,-0.000226663400854721
INDO,RICE,TEAS,-2.15132108901321e-05
INDO,RICE,COCO,-0.000301815083738541
INDO,RICE,FPRI,-9.49741402559552e-08
INDO,RICE,FENI,0.000238976289654704
INDO,RICE,FEDE,-0.01
INDO,RICE,INPE,-0.323608578785555
INDO,SUGA,MAIZ,-0.000903241341811048
INDO,SUGA,OCER,-1.29839441020347e-05
INDO,SUGA,SOYA,-0.000834586839073865
INDO,SUGA,PULS,-8.07806415185395e-05
INDO,SUGA,POTA,-0.000443257696688765
INDO,SUGA,TEXT,1.22027589766484e-05
INDO,SUGA,TOBA,-0.000784419817979344
INDO,SUGA,TOMA,-0.000415163552287359
INDO,SUGA,OVEG,-0.000770544091675944
INDO,SUGA,OFRU,-0.000715204749762348
INDO,SUGA,CITR,-0.000587158118565214
INDO,SUGA,TCRP,-0.0301533964538781
INDO,SUGA,YILD,0.941577476538335
INDO,SUGA,BEEF,-0.00136061408966731
INDO,SUGA,PORK,-0.00150382045499799
INDO,SUGA,SGMT,-0.000901853580438139
INDO,SUGA,EGGS,-0.00109612647063566
INDO,SUGA,POUM,-0.0011644533779982
INDO,SUGA,RICE,-0.0106816170410171
INDO,SUGA,SUGA,0.983166535437929
INDO,SUGA,PLMO,-0.000922943683092221
INDO,SUGA,OTHO,-0.0020962116886549
INDO,SUGA,MILK,-0.000887538488779985
INDO,SUGA,COFF,-0.00105819525149542
INDO,SUGA,TEAS,-0.000436864868025819
INDO,SUGA,COCO,-0.00103818606748524
INDO,SUGA,FPRI,-1.71890344491409e-06
INDO,SUGA,FENI,-0.000878004057766209
INDO,SUGA,FEDE,-0.01
INDO,SUGA,INPE,-0.913449852926064
INDO,PLMO,MAIZ,0.000135723820034594
INDO,PLMO,OCER,1.97975234863824e-07
INDO,PLMO,SOYA,2.18659469683629e-05
INDO,PLMO,PULS,1.45383049839988e-06
INDO,PLMO,POTA,1.3210847766433e-05
INDO,PLMO,TEXT,-1.80632678455694e-07
INDO,PLMO,TOBA,3.30827066899494e-05
INDO,PLMO,TOMA,1.78626046017648e-05
INDO,PLMO,OVEG,0.000327073106456076
INDO,PLMO,OFRU,-0.000937496503323358
INDO,PLMO,CITR,2.57867398423124e-05
INDO,PLMO,FRUN,-0.0400496940573415
INDO,PLMO,YILD,0.561281966163911
INDO,PLMO,BEEF,-0.000178459457840839
INDO,PLMO,PORK,-0.000114454740901268
INDO,PLMO,SGMT,-4.20476133632959e-05
INDO,PLMO,EGGS,-0.00232257773947274
INDO,PLMO,POUM,-0.00124206446330552
INDO,PLMO,RICE,-0.00207385604659228
INDO,PLMO,SUGA,-3.77096513672178e-05
INDO,PLMO,PLMO,0.571541181352467
INDO,PLMO,OTHO,-0.00710558638677458
INDO,PLMO,MILK,-4.66958682191415e-05
INDO,PLMO,COFF,-0.000171907139322854
INDO,PLMO,TEAS,-1.59501652581211e-05
INDO,PLMO,COCO,-0.000230869415845873
INDO,PLMO,FPRI,-7.01278435173576e-08
INDO,PLMO,FENI,-0.00194507929659413
INDO,PLMO,FEDE,-0.01
INDO,PLMO,INPE,-0.505602739624515
INDO,OTHO,MAIZ,-0.00476692259848644
INDO,OTHO,OCER,-1.10409184778067e-06
INDO,OTHO,SOYA,-0.000257729409065559
INDO,OTHO,PULS,-8.02876633031499e-06
INDO,OTHO,POTA,-8.83740018573441e-05
INDO,OTHO,TEXT,9.95114987406859e-07
INDO,OTHO,TOBA,-0.000304479774594527
INDO,OTHO,TOMA,-0.00012950876206224
INDO,OTHO,OVEG,-0.00867903698852744
INDO,OTHO,OFRU,-0.0149147006865587
INDO,OTHO,CITR,-0.00119425957099232
INDO,OTHO,BEEF,-0.000761592136299154
INDO,OTHO,PORK,-0.000375417791673743
INDO,OTHO,SGMT,-0.000137721416021609
INDO,OTHO,EGGS,-0.01053929577537
INDO,OTHO,POUM,-0.00636847493890024
INDO,OTHO,RICE,-0.0119963965586869
INDO,OTHO,SUGA,-0.00016994409206527
INDO,OTHO,PLMO,-0.0140991698120996
INDO,OTHO,OTHO,0.2
INDO,OTHO,MILK,-0.000208576165343329
INDO,OTHO,COFF,-0.00109353454781265
INDO,OTHO,TEAS,-5.01812416710374e-05
INDO,OTHO,COCO,-0.00159009111014176
INDO,OTHO,FPRI,-1.39509286198017e-07
INDO,OTHO,FENI,-0.0122663153692933
INDO,OTHO,FEDE,-0.01
INDO,OTHO,INPE,-0.1
INDO,MILK,MAIZ,0.00211380710146886
INDO,MILK,OCER,4.58524467155653e-06
INDO,MILK,SOYA,0.000597900193909741
INDO,MILK,PULS,3.74003130199277e-05
INDO,MILK,POTA,0.000337227733722313
INDO,MILK,TEXT,-4.06394541838396e-06
INDO,MILK,TOBA,0.000687273533952021
INDO,MILK,TOMA,0.000441700063544335
INDO,MILK,OVEG,0.00160139511181598
INDO,MILK,OFRU,0.00187378352935047
INDO,MILK,CITR,0.00103805292773238
INDO,MILK,FODFAL,-0.154054246417957
INDO,MILK,YILD,0.49999996367096
INDO,MILK,BEEF,-0.0014562702434338
INDO,MILK,PORK,-0.000524301654994515
INDO,MILK,SGMT,-0.000878012442997068
INDO,MILK,EGGS,-0.00122421054725937
INDO,MILK,POUM,0.00488377631010268
INDO,MILK,RICE,0.00499233116765483
INDO,MILK,SUGA,-0.000803020257153623
INDO,MILK,PLMO,-0.00103404739405863
INDO,MILK,OTHO,-0.00232773239685882
INDO,MILK,MILK,0.981092734630311
INDO,MILK,COFF,-0.0011552205640648
INDO,MILK,TEAS,-0.000409198111843748
INDO,MILK,COCO,-0.00114285177796835
INDO,MILK,FPRI,-1.55526184626505e-06
INDO,MILK,FENI,-0.000984166852243578
INDO,MILK,FEDE,-0.5
INDO,MILK,INPE,-0.333703069993157
INDO,COFF,MAIZ,-0.000882880832383379
INDO,COFF,OCER,-1.08786940659257e-06
INDO,COFF,SOYA,-0.000155918109404716
INDO,COFF,PULS,-5.64572986474947e-06
INDO,COFF,POTA,-6.47439138445761e-05
INDO,COFF,TEXT,9.99604004038786e-07
INDO,COFF,TOBA,-0.000204995678967603
INDO,COFF,TOMA,-9.40717494045693e-05
INDO,COFF,OVEG,-0.000972697872580442
INDO,COFF,OFRU,-0.0011904281818268
INDO,COFF,CITR,-0.000692762030759511
INDO,COFF,FRUN,-0.0245183558224624
INDO,COFF,YILD,0.922680814355549
INDO,COFF,BEEF,-0.00125306334898556
INDO,COFF,PORK,-0.000934530756416458
INDO,COFF,SGMT,-0.000380467174664028
INDO,COFF,EGGS,-0.00189487806371555
INDO,COFF,POUM,-0.00197010245398566
INDO,COFF,RICE,-0.00141268436057442
INDO,COFF,SUGA,-0.000364946378309188
INDO,COFF,PLMO,-0.00145104154687003
INDO,COFF,OTHO,-0.00465184060093882
INDO,COFF,MILK,-0.000440340727445001
INDO,COFF,COFF,0.976616012006351
INDO,COFF,TEAS,-0.000148571494371882
INDO,COFF,COCO,-0.00123696071469322
INDO,COFF,FPRI,-5.92272861741905e-07
INDO,COFF,FENI,-0.00131443755917336
INDO,COFF,FEDE,-0.01
INDO,COFF,INPE,-0.920378966366445
INDO,TEAS,MAIZ,-0.000808707841206507
INDO,TEAS,OCER,-5.68874201870511e-06
INDO,TEAS,SOYA,-0.000702857888899166
INDO,TEAS,PULS,-0.000100994354825135
INDO,TEAS,POTA,-0.000553513217064873
INDO,TEAS,TEXT,4.04993367563473e-06
INDO,TEAS,TOBA,-0.000731745929511288
INDO,TEAS,TOMA,-0.000629386066655619
INDO,TEAS,OVEG,-0.000811800505996192
INDO,TEAS,OFRU,-0.000842779608536522
INDO,TEAS,CITR,-0.000836706868923494
INDO,TEAS,FRUN,-0.0214457117898157
INDO,TEAS,YILD,0.922680814355549
INDO,TEAS,BEEF,-0.00116379052208421
INDO,TEAS,PORK,-0.00139143739648576
INDO,TEAS,SGMT,-0.00117539507738521
INDO,TEAS,EGGS,-0.000965216882130275
INDO,TEAS,POUM,-0.000998316892120398
INDO,TEAS,RICE,-0.000884097114919071
INDO,TEAS,SUGA,-0.000993439382990433
INDO,TEAS,PLMO,-0.000887732507551267
INDO,TEAS,OTHO,-0.0014075528875003
INDO,TEAS,MILK,-0.00102846275255217
INDO,TEAS,COFF,-0.000979639964285585
INDO,TEAS,TEAS,0.982473230307314
INDO,TEAS,COCO,-0.000958724723647674
INDO,TEAS,FPRI,-3.91806139253851e-06
INDO,TEAS,FENI,-0.000868147821747149
INDO,TEAS,FEDE,-0.01
INDO,TEAS,INPE,-0.931301515440744
INDO,COCO,MAIZ,-0.000578627695599457
INDO,COCO,OCER,3.19378198846361e-07
INDO,COCO,SOYA,3.54900241720411e-06
INDO,COCO,PULS,2.69580739906771e-06
INDO,COCO,POTA,1.52379402306429e-05
INDO,COCO,TEXT,-2.9562867575411e-07
INDO,COCO,TOBA,-7.22318456637316e-06
INDO,COCO,TOMA,1.48538807995698e-05
INDO,COCO,OVEG,-0.000652789709721463
INDO,COCO,OFRU,-0.00107293435825137
INDO,COCO,CITR,-0.000363895795511497
INDO,COCO,FRUN,-0.0347409898039529
INDO,COCO,YILD,0.922680814355549
INDO,COCO,BEEF,-0.00108474296056419
INDO,COCO,PORK,-0.000767715190339986
INDO,COCO,SGMT,-0.000301867982472238
INDO,COCO,EGGS,-0.00208104641792456
INDO,COCO,POUM,-0.00211315973925308
INDO,COCO,RICE,-0.00150709150709532
INDO,COCO,SUGA,-0.000286862243954076
INDO,COCO,PLMO,-0.00156130332102973
INDO,COCO,OTHO,-0.00541937584746378
INDO,COCO,MILK,-0.00034901878144242
INDO,COCO,COFF,-0.000991039243359548
INDO,COCO,TEAS,-0.000116492474413302
INDO,COCO,COCO,0.975883123116899
INDO,COCO,FPRI,-4.7445355902781e-07
INDO,COCO,FENI,-0.00138806561041471
INDO,COCO,FEDE,-0.01
INDO,COCO,INPE,-0.910534767176379
INDO,FFIS,FFIS,0.94931316535537
INDO,FFIS,FEDE,-0.01
INDO,FFIS,INPE,-0.93931316535537
INDO,SFIS,SFIS,0.873647270365983
INDO,SFIS,FEDE,-0.01
INDO,SFIS,INPE,-0.863647270365984
INDO,OAQU,OAQU,0.963363722088409
INDO,OAQU,FEDE,-0.01
INDO,OAQU,INPE,-0.953363722088409
INDO,FPRI,MAIZ,-0.000887402730580342
INDO,FPRI,OCER,-0.0010103508644298
INDO,FPRI,SOYA,-0.000888469142402433
INDO,FPRI,PULS,-0.000891784869107343
INDO,FPRI,POTA,-0.000890098757362992
INDO,FPRI,TEXT,-0.00073213021476693
INDO,FPRI,TOBA,-0.000888516520369912
INDO,FPRI,TOMA,-0.000889534034605706
INDO,FPRI,OVEG,-0.000887435461525601
INDO,FPRI,OFRU,-0.000887340283725492
INDO,FPRI,CITR,-0.000887909331208583
INDO,FPRI,BEEF,-0.000888741699434923
INDO,FPRI,PORK,-0.00089026449524259
INDO,FPRI,SGMT,-0.000890315958939474
INDO,FPRI,EGGS,-0.000887645604910644
INDO,FPRI,POUM,-0.000887799501542767
INDO,FPRI,RICE,-0.000887286696398882
INDO,FPRI,SUGA,-0.000888606722020342
INDO,FPRI,PLMO,-0.000887301633190554
INDO,FPRI,OTHO,-0.000889590826573528
INDO,FPRI,MILK,-0.000888632770509745
INDO,FPRI,COFF,-0.000887803179398531
INDO,FPRI,TEAS,-0.0008907074750452
INDO,FPRI,COCO,-0.000887674258447389
INDO,FPRI,FPRI,0.981347340391774
INDO,FPRI,FENI,-0.000887215843737593
INDO,FPRI,FEDE,-0.01
INDO,FPRI,INPE,-0.949166781516296
INDO,FENI,MAIZ,-0.00060329525302028
INDO,FENI,OCER,-6.82110352577688e-07
INDO,FENI,SOYA,-5.86091698358005e-05
INDO,FENI,PULS,-3.41863747676315e-06
INDO,FENI,POTA,-3.07803343806996e-05
INDO,FENI,TEXT,6.37198459645804e-07
INDO,FENI,TOBA,-7.54559818208131e-05
INDO,FENI,TOMA,-4.04212723840463e-05
INDO,FENI,OVEG,-0.00129468531706118
INDO,FENI,OFRU,-0.0026631510812014
INDO,FENI,CITR,-0.000209588043722782
INDO,FENI,TCRP,-0.0138775390094337
INDO,FENI,YILD,0.206157933021432
INDO,FENI,BEEF,-0.000212255908738015
INDO,FENI,PORK,-0.000729308554738469
INDO,FENI,SGMT,-5.12529196694713e-05
INDO,FENI,EGGS,-0.0023122335316489
INDO,FENI,POUM,-0.00612519281616845
INDO,FENI,RICE,0.00022058587072902
INDO,FENI,SUGA,-4.48455044046204e-05
INDO,FENI,PLMO,-0.00243154541670246
INDO,FENI,OTHO,-0.00772797277359725
INDO,FENI,MILK,-5.55586671134121e-05
INDO,FENI,COFF,-0.000194670032168323
INDO,FENI,TEAS,-1.94994255855451e-05
